f_len,f_entropy,f_digit_ratio,f_vowel_ratio,f_unique_ratio,f_cons_run_mean
23.0,3.7409532604048397,0.0,0.21739130434782608,0.6521739130434783,3.0
12.0,2.8553885422075336,0.0,0.3333333333333333,0.6666666666666666,1.6
22.0,3.8796640049025943,0.2727272727272727,0.25,0.7272727272727273,2.4
12.0,3.188721875540867,0.0,0.5,0.8333333333333334,1.0
12.0,3.188721875540867,0.0,0.5,0.8333333333333334,1.0
11.0,2.8453509366224363,0.0,0.45454545454545453,0.7272727272727273,1.2
9.0,2.5032583347756456,0.0,0.4444444444444444,0.6666666666666666,1.25
23.0,4.1757358691004915,0.30434782608695654,0.0625,0.8260869565217391,7.5
12.0,3.188721875540867,0.0,0.5,0.8333333333333334,1.0
28.0,4.351823225551767,0.25,0.23809523809523808,0.7857142857142857,4.0
12.0,3.188721875540867,0.0,0.5,0.8333333333333334,1.0
26.0,4.23890125660263,0.15384615384615385,0.09090909090909091,0.8076923076923077,6.666666666666667
12.0,3.188721875540867,0.0,0.5,0.8333333333333334,1.0
25.0,4.133660689688186,0.32,0.17647058823529413,0.76,3.5
27.0,4.088220835496802,0.37037037037037035,0.23529411764705882,0.6666666666666666,3.25
12.0,3.188721875540867,0.0,0.5,0.8333333333333334,1.0
19.0,3.9321380397593746,0.10526315789473684,0.23529411764705882,0.8421052631578947,3.25
25.0,3.859470570797252,0.2,0.05,0.68,9.5
9.0,2.4193819456463714,0.0,0.4444444444444444,0.6666666666666666,1.25
19.0,3.8924071185928764,0.5263157894736842,0.3333333333333333,0.8421052631578947,2.0
18.0,3.6835423624332306,0.2777777777777778,0.3076923076923077,0.7777777777777778,2.25
22.0,4.004886164091843,0.36363636363636365,0.2857142857142857,0.7727272727272727,2.5
12.0,2.8553885422075336,0.0,0.3333333333333333,0.6666666666666666,1.6
12.0,2.8553885422075336,0.0,0.3333333333333333,0.6666666666666666,1.6
9.0,3.169925001442312,0.0,0.3333333333333333,1.0,1.5
28.0,3.91379956460568,0.21428571428571427,0.09090909090909091,0.6071428571428571,6.666666666666667
19.0,4.142664355548848,0.10526315789473684,0.29411764705882354,0.9473684210526315,2.0
9.0,3.169925001442312,0.0,0.3333333333333333,1.0,1.5
23.0,4.1429146733542535,0.391304347826087,0.2857142857142857,0.8260869565217391,3.3333333333333335
9.0,2.5032583347756456,0.0,0.4444444444444444,0.6666666666666666,1.25
19.0,4.037401197654112,0.3157894736842105,0.15384615384615385,0.8947368421052632,3.6666666666666665
12.0,3.188721875540867,0.0,0.5,0.8333333333333334,1.0
9.0,2.5032583347756456,0.0,0.4444444444444444,0.6666666666666666,1.25
28.0,4.110577243331642,0.21428571428571427,0.22727272727272727,0.6785714285714286,3.4
23.0,3.621175542919471,0.043478260869565216,0.18181818181818182,0.6086956521739131,4.5
11.0,2.8453509366224363,0.0,0.45454545454545453,0.7272727272727273,1.2
11.0,2.8453509366224363,0.0,0.45454545454545453,0.7272727272727273,1.2
19.0,3.9321380397593746,0.3157894736842105,0.23076923076923078,0.8421052631578947,2.5
20.0,3.721928094887362,0.35,0.38461538461538464,0.7,1.6
9.0,2.5032583347756456,0.0,0.4444444444444444,0.6666666666666666,1.25
9.0,2.5032583347756456,0.0,0.4444444444444444,0.6666666666666666,1.25
23.0,3.816402716644387,0.17391304347826086,0.21052631578947367,0.6956521739130435,3.75
9.0,2.5032583347756456,0.0,0.4444444444444444,0.6666666666666666,1.25
9.0,2.4193819456463714,0.0,0.4444444444444444,0.6666666666666666,1.25
23.0,3.9690016298759927,0.17391304347826086,0.21052631578947367,0.7391304347826086,3.0
27.0,3.986187965046303,0.3333333333333333,0.2222222222222222,0.6666666666666666,2.8
22.0,3.788754913993502,0.09090909090909091,0.15,0.6818181818181818,4.25
24.0,4.0220552088742005,0.2916666666666667,0.23529411764705882,0.75,3.25
9.0,2.4193819456463714,0.0,0.4444444444444444,0.6666666666666666,1.25
11.0,2.8453509366224363,0.0,0.45454545454545453,0.7272727272727273,1.2
23.0,4.00182282562223,0.21739130434782608,0.1111111111111111,0.7391304347826086,5.333333333333333
20.0,3.8841837197791893,0.15,0.23529411764705882,0.8,2.6
20.0,3.684183719779189,0.15,0.058823529411764705,0.7,8.0
12.0,3.188721875540867,0.0,0.5,0.8333333333333334,1.0
22.0,3.73215889136457,0.2727272727272727,0.125,0.7272727272727273,4.666666666666667
18.0,3.8365916681089787,0.3888888888888889,0.09090909090909091,0.8333333333333334,5.0
9.0,2.4193819456463714,0.0,0.4444444444444444,0.6666666666666666,1.25
28.0,4.450212064914748,0.21428571428571427,0.22727272727272727,0.8214285714285714,2.8333333333333335
12.0,3.188721875540867,0.0,0.5,0.8333333333333334,1.0
11.0,2.8453509366224363,0.0,0.45454545454545453,0.7272727272727273,1.2
19.0,3.7216117239699,0.15789473684210525,0.1875,0.7368421052631579,3.25
9.0,2.4193819456463714,0.0,0.4444444444444444,0.6666666666666666,1.25
9.0,3.169925001442312,0.0,0.3333333333333333,1.0,1.5
23.0,4.088779347361361,0.17391304347826086,0.2631578947368421,0.782608695652174,2.8
21.0,4.011365041826379,0.14285714285714285,0.2777777777777778,0.8095238095238095,2.1666666666666665
22.0,4.277613436819115,0.22727272727272727,0.29411764705882354,0.9090909090909091,2.0
9.0,2.4193819456463714,0.0,0.4444444444444444,0.6666666666666666,1.25
12.0,2.8553885422075336,0.0,0.3333333333333333,0.6666666666666666,1.6
18.0,3.614369445886757,0.3888888888888889,0.18181818181818182,0.7222222222222222,3.0
26.0,4.132944044980959,0.38461538461538464,0.125,0.7307692307692307,4.666666666666667
9.0,2.5032583347756456,0.0,0.4444444444444444,0.6666666666666666,1.25
9.0,2.5032583347756456,0.0,0.4444444444444444,0.6666666666666666,1.25
26.0,3.9790978911348054,0.11538461538461539,0.21739130434782608,0.6538461538461539,3.0
11.0,2.8453509366224363,0.0,0.45454545454545453,0.7272727272727273,1.2
9.0,3.169925001442312,0.0,0.3333333333333333,1.0,1.5
18.0,3.8365916681089787,0.2777777777777778,0.23076923076923078,0.8333333333333334,2.5
12.0,3.188721875540867,0.0,0.5,0.8333333333333334,1.0
20.0,3.9219280948873627,0.15,0.35294117647058826,0.8,1.5714285714285714
9.0,2.4193819456463714,0.0,0.4444444444444444,0.6666666666666666,1.25
25.0,4.323856189774724,0.2,0.2,0.84,3.2
12.0,3.188721875540867,0.0,0.5,0.8333333333333334,1.0
18.0,3.4613201402110083,0.16666666666666666,0.13333333333333333,0.7222222222222222,4.333333333333333
23.0,3.9690016298759927,0.17391304347826086,0.10526315789473684,0.7391304347826086,5.666666666666667
27.0,3.838039816898155,0.2222222222222222,0.19047619047619047,0.6296296296296297,3.4
25.0,3.893660689688186,0.2,0.25,0.68,2.5
9.0,2.4193819456463714,0.0,0.4444444444444444,0.6666666666666666,1.25
12.0,2.8553885422075336,0.0,0.3333333333333333,0.6666666666666666,1.6
12.0,2.8553885422075336,0.0,0.3333333333333333,0.6666666666666666,1.6
9.0,3.169925001442312,0.0,0.3333333333333333,1.0,1.5
21.0,3.7849418274376414,0.23809523809523808,0.25,0.7142857142857143,3.0
12.0,2.8553885422075336,0.0,0.3333333333333333,0.6666666666666666,1.6
12.0,2.8553885422075336,0.0,0.3333333333333333,0.6666666666666666,1.6
23.0,3.8492239123906247,0.2608695652173913,0.29411764705882354,0.6956521739130435,3.0
26.0,4.23890125660263,0.11538461538461539,0.21739130434782608,0.7692307692307693,3.0
9.0,3.169925001442312,0.0,0.3333333333333333,1.0,1.5
12.0,2.8553885422075336,0.0,0.3333333333333333,0.6666666666666666,1.6
11.0,2.8453509366224363,0.0,0.45454545454545453,0.7272727272727273,1.2
9.0,2.5032583347756456,0.0,0.4444444444444444,0.6666666666666666,1.25
27.0,4.1804513908921015,0.3333333333333333,0.16666666666666666,0.7407407407407407,3.75
18.0,3.94770277922009,0.2777777777777778,0.15384615384615385,0.8888888888888888,3.6666666666666665
9.0,2.5032583347756456,0.0,0.4444444444444444,0.6666666666666666,1.25
12.0,3.188721875540867,0.0,0.5,0.8333333333333334,1.0
24.0,3.970175521464345,0.20833333333333334,0.3157894736842105,0.7083333333333334,2.1666666666666665
23.0,3.882045108136862,0.17391304347826086,0.3157894736842105,0.6956521739130435,2.6
27.0,4.1622949095708766,0.1111111111111111,0.20833333333333334,0.7037037037037037,4.75
22.0,3.6978458230844113,0.2727272727272727,0.1875,0.6363636363636364,3.25
9.0,2.4193819456463714,0.0,0.4444444444444444,0.6666666666666666,1.25
9.0,3.169925001442312,0.0,0.3333333333333333,1.0,1.5
28.0,4.039148671903071,0.32142857142857145,0.21052631578947367,0.6428571428571429,3.0
12.0,2.8553885422075336,0.0,0.3333333333333333,0.6666666666666666,1.6
22.0,4.004886164091843,0.18181818181818182,0.1111111111111111,0.7727272727272727,5.333333333333333
12.0,2.8553885422075336,0.0,0.3333333333333333,0.6666666666666666,1.6
9.0,3.169925001442312,0.0,0.3333333333333333,1.0,1.5
9.0,3.169925001442312,0.0,0.3333333333333333,1.0,1.5
12.0,3.188721875540867,0.0,0.5,0.8333333333333334,1.0
9.0,2.4193819456463714,0.0,0.4444444444444444,0.6666666666666666,1.25
18.0,3.8365916681089787,0.3333333333333333,0.08333333333333333,0.8333333333333334,5.5
22.0,3.6978458230844113,0.4090909090909091,0.23076923076923078,0.6363636363636364,3.3333333333333335
21.0,4.20184123230257,0.2857142857142857,0.2,0.9047619047619048,4.0
9.0,2.5032583347756456,0.0,0.4444444444444444,0.6666666666666666,1.25
19.0,4.037401197654112,0.2631578947368421,0.07142857142857142,0.8947368421052632,6.5
27.0,4.060262039120377,0.18518518518518517,0.09090909090909091,0.6666666666666666,6.666666666666667
9.0,2.5032583347756456,0.0,0.4444444444444444,0.6666666666666666,1.25
12.0,3.188721875540867,0.0,0.5,0.8333333333333334,1.0
19.0,3.6818808028034016,0.10526315789473684,0.29411764705882354,0.7368421052631579,2.0
28.0,4.182005814760214,0.25,0.14285714285714285,0.7142857142857143,4.5
25.0,4.323856189774724,0.24,0.2631578947368421,0.84,2.8
26.0,3.9312089489103226,0.23076923076923078,0.2,0.6538461538461539,3.2
9.0,3.169925001442312,0.0,0.3333333333333333,1.0,1.5
27.0,4.134336113194451,0.4444444444444444,0.2,0.7407407407407407,3.0
9.0,2.5032583347756456,0.0,0.4444444444444444,0.6666666666666666,1.25
9.0,2.4193819456463714,0.0,0.4444444444444444,0.6666666666666666,1.25
21.0,3.8208888513501877,0.14285714285714285,0.2777777777777778,0.7142857142857143,3.25
20.0,3.7841837197791888,0.2,0.125,0.75,7.0
9.0,2.4193819456463714,0.0,0.4444444444444444,0.6666666666666666,1.25
26.0,4.085055102756477,0.4230769230769231,0.2,0.7307692307692307,4.0
11.0,2.8453509366224363,0.0,0.45454545454545453,0.7272727272727273,1.2
25.0,4.053660689688186,0.2,0.2,0.72,3.2
12.0,3.188721875540867,0.0,0.5,0.8333333333333334,1.0
9.0,2.4193819456463714,0.0,0.4444444444444444,0.6666666666666666,1.25
20.0,4.021928094887363,0.3,0.2857142857142857,0.85,3.3333333333333335
27.0,4.384517131793099,0.3333333333333333,0.05555555555555555,0.8148148148148148,8.5
